Suburb,Address,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Latitude,Longtitude,Regionname,Propertycount,ParkingArea,Price
Hampton East,20 Highbury Av,4,h,S,Marshall,3/9/2016,14.5,3188,,,,,,,Bayside City Council,,,Southern Metropolitan,2356,Attached Garage,1525000
Hampton East,2/113 Spring Rd,3,t,PI,Buxton,3/9/2016,14.5,3188,,,,,,,Bayside City Council,,,Southern Metropolitan,2356,Indoor,
Hawthorn,22/9 Lisson Gr,1,u,PI,Biggin,3/9/2016,4.6,3122,1,1,1,0,52,1970,Boroondara City Council,-37.8261,145.0269,Southern Metropolitan,11308,Parkade,
Hawthorn,6a Scott St,4,h,PI,Jellis,3/9/2016,4.6,3122,4,2,2,317,210,2005,Boroondara City Council,-37.8344,145.0422,Southern Metropolitan,11308,Carport,1650000
Heidelberg Heights,97 Edwin St,2,h,SP,Fletchers,3/9/2016,10.5,3081,2,1,2,589,120,1930,Banyule City Council,-37.7501,145.0505,Eastern Metropolitan,2947,Detached Garage,815000
Heidelberg West,3 Ebony Pde,2,h,SP,Nelson,3/9/2016,9.4,3081,2,1,4,612,,,Banyule City Council,-37.7431,145.0397,Eastern Metropolitan,2674,Attached Garage,
Heidelberg West,3a Katoomba Ct,5,h,S,Nelson,3/9/2016,9.4,3081,3,2,2,415,,,Banyule City Council,-37.7354,145.0381,Eastern Metropolitan,2674,Indoor,765000
Heidelberg West,23 Redwood St,3,h,S,Haughton,3/9/2016,9.4,3081,2,1,2,624,86,1965,Banyule City Council,-37.7456,145.0397,Eastern Metropolitan,2674,Parkade,691000
Hughesdale,57 Euston Rd,3,h,SN,Ray,3/9/2016,13,3166,4,1,3,671,,,Monash City Council,-37.8947,145.0859,Southern Metropolitan,3145,Underground,
Hughesdale,18 Paget St,2,h,S,Woodards,3/9/2016,13,3166,2,1,1,732,97,1950,Monash City Council,-37.8931,145.0791,Southern Metropolitan,3145,Outdoor Stall,1550000
Hughesdale,1/13 Swindon Rd,2,u,S,Ray,3/9/2016,13,3166,2,1,1,0,76,1970,Monash City Council,-37.8967,145.0858,Southern Metropolitan,3145,Carport,516000
Ivanhoe,9/88 Marshall St,2,u,VB,Miles,3/9/2016,7.9,3079,2,1,1,0,,,Banyule City Council,-37.77,145.0472,Eastern Metropolitan,5549,Detached Garage,480000
Kealba,28 Hedgeley Rd,5,h,PI,Barry,3/9/2016,15,3021,5,3,4,670,152,1971,Brimbank City Council,-37.7295,144.8183,Western Metropolitan,1202,Attached Garage,
Keilor East,16 Border Dr,3,h,S,Nelson,3/9/2016,12.8,3033,3,2,2,683,200,1995,Brimbank City Council,-37.7402,144.8591,Western Metropolitan,5629,Indoor,703000
Keilor East,85 David Av,3,h,VB,Nelson,3/9/2016,12.8,3033,,,,,,,Brimbank City Council,,,Western Metropolitan,5629,Parkade,680000
Keilor East,121 Sterling Dr,3,h,SP,Barry,3/9/2016,12.8,3033,3,1,1,538,104,1970,Brimbank City Council,-37.7441,144.8503,Western Metropolitan,5629,Carport,650000
Kensington,4 Coopers La,3,h,S,Nelson,3/9/2016,4.2,3031,2,1,1,258,64,,Melbourne City Council,-37.7906,144.924,Northern Metropolitan,5263,Detached Garage,785000
Kensington,65 Gatehouse Dr,3,h,S,Nelson,3/9/2016,4.2,3031,3,1,1,166,138,2000,Melbourne City Council,-37.7929,144.9197,Northern Metropolitan,5263,Attached Garage,852000
Kensington,35 Henry St,3,h,S,Rendina,3/9/2016,4.2,3031,3,1,1,188,106,1910,Melbourne City Council,-37.7953,144.9275,Northern Metropolitan,5263,Indoor,1037000
Kew,13 Annadale St,3,h,S,Jellis,3/9/2016,5.6,3101,3,1,2,396,,1990,Boroondara City Council,-37.8102,145.0451,Southern Metropolitan,10331,Parkade,1635000
Kew,6 Gordon Av,2,h,S,Jellis,3/9/2016,5.6,3101,,,,,,,Boroondara City Council,,,Southern Metropolitan,10331,Carport,
Kew,51 Rowland St,2,h,S,Jellis,3/9/2016,5.6,3101,2,2,1,697,,,Boroondara City Council,-37.812,145.0547,Southern Metropolitan,10331,Detached Garage,4800000
Kew,2/28 Wimba Av,3,u,S,Jellis,3/9/2016,5.6,3101,,,,,,,Boroondara City Council,,,Southern Metropolitan,10331,Attached Garage,970000
Kew,7 Wimba Av,5,h,S,Jellis,3/9/2016,5.6,3101,,,,,,,Boroondara City Council,,,Southern Metropolitan,10331,Carport,6240000
Kew East,34 Baker Av,4,h,PI,Marshall,3/9/2016,7.5,3102,,,,,,,Boroondara City Council,,,Southern Metropolitan,2671,Detached Garage,2040000
Kew East,1/3 Leason St,3,u,S,Marshall,3/9/2016,7.5,3102,,,,,,,Boroondara City Council,-37.7917,145.0566,Southern Metropolitan,2671,Attached Garage,
Kew East,43 Oswin St,4,h,S,Marshall,3/9/2016,7.5,3102,3,2,2,712,14,,Boroondara City Council,-37.7936,145.0566,Southern Metropolitan,2671,Indoor,2490000
Kew East,4/34 Strathalbyn St,2,u,S,Nelson,3/9/2016,7.5,3102,2,1,1,0,,1970,Boroondara City Council,-37.7971,145.0514,Southern Metropolitan,2671,Parkade,620000
Kooyong,30 Monaro Rd,5,h,S,Marshall,3/9/2016,6.2,3144,5,4,2,1401,,1983,Stonnington City Council,-37.8435,145.0345,Southern Metropolitan,394,Underground,
Maidstone,12 Bosquet St,3,h,S,Sweeney,3/9/2016,9.2,3012,3,1,3,564,,,Maribyrnong City Council,-37.7832,144.8745,Western Metropolitan,3873,Outdoor Stall,670000
Maidstone,3 Crefden St,3,t,S,Jas,3/9/2016,9.2,3012,3,2,2,165,161,2007,Maribyrnong City Council,-37.7773,144.8725,Western Metropolitan,3873,Carport,615000
Maidstone,27 Dunedin St,3,h,S,Burnham,3/9/2016,9.2,3012,3,1,1,576,128,1970,Maribyrnong City Council,-37.7808,144.8678,Western Metropolitan,3873,Detached Garage,715000
Maidstone,2/22 Jackson St,3,h,SN,Barry,3/9/2016,9.2,3012,3,2,2,379,178,2013,Maribyrnong City Council,-37.7857,144.8732,Western Metropolitan,3873,Attached Garage,
Maidstone,32 Ringtail Cct,4,h,S,Rendina,3/9/2016,9.2,3012,4,2,2,308,185,2012,Maribyrnong City Council,-37.7833,144.8817,Western Metropolitan,3873,Indoor,826000
Malvern,17 Horace St,3,h,S,Marshall,3/9/2016,7.4,3144,3,2,1,226,108,1900,Stonnington City Council,-37.8627,145.0391,Southern Metropolitan,4675,Carport,
Malvern,39 McKinley Av,3,h,S,Jellis,3/9/2016,7.4,3144,,,,,,,Stonnington City Council,,,Southern Metropolitan,4675,Detached Garage,2500000
Malvern,17 Shaftesbury Av,4,h,PI,Jellis,3/9/2016,7.4,3144,,,,,,,Stonnington City Council,,,Southern Metropolitan,4675,Attached Garage,3850000
Malvern,2/240 Wattletree Rd,2,u,SP,hockingstuart,3/9/2016,7.4,3144,2,1,1,0,,,Stonnington City Council,-37.8638,145.0376,Southern Metropolitan,4675,Indoor,
Malvern East,9 Chanak St,3,h,S,Marshall,3/9/2016,11.2,3145,3,1,1,322,137,1910,Stonnington City Council,-37.8726,145.0396,Southern Metropolitan,8801,Parkade,1490000
Malvern East,1/13 Goode St,3,h,S,Marshall,3/9/2016,11.2,3145,3,2,1,337,146,1993,Stonnington City Council,-37.8833,145.0697,Southern Metropolitan,8801,Carport,1210000
Malvern East,44 Thurso St,4,h,S,J,3/9/2016,11.2,3145,3,2,2,644,,,Stonnington City Council,-37.8747,145.0836,Southern Metropolitan,8801,Detached Garage,1300000
Malvern East,375 Waverley Rd,4,h,PI,Thomson,3/9/2016,11.2,3145,3,2,4,727,,,Stonnington City Council,-37.8779,145.0651,Southern Metropolitan,8801,Attached Garage,1675000
Maribyrnong,1/127 Raleigh Rd,3,t,PI,Biggin,3/9/2016,8.7,3032,3,1,1,0,109,2014,Maribyrnong City Council,-37.7689,144.8886,Western Metropolitan,4918,Indoor,
Melbourne,19/562 Little Bourke St,1,u,PI,Harcourts,3/9/2016,2.8,3000,1,1,1,0,53,1900,Melbourne City Council,-37.8152,144.9557,Northern Metropolitan,17496,Carport,
Melbourne,605/55 Queens Rd,1,u,PI,RT,3/9/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496,Detached Garage,400000
Middle Park,277 Danks St,3,h,VB,Cayzer,3/9/2016,4.1,3206,3,1,1,279,133,1900,Port Phillip City Council,-37.8499,144.957,Southern Metropolitan,2019,Attached Garage,2600000
Middle Park,31/75 Park Rd,1,u,SP,Marshall,3/9/2016,4.1,3206,1,1,1,709,,,Port Phillip City Council,-37.8544,144.968,Southern Metropolitan,2019,Indoor,
Mont Albert,371 Elgar Rd,2,h,SP,Lindellas,3/9/2016,11.8,3127,2,1,1,613,115,1950,Boroondara City Council,-37.8238,145.1135,Eastern Metropolitan,2079,Parkade,1320000
Mont Albert,17 Rowland St,4,h,S,Jellis,3/9/2016,11.8,3127,4,2,2,1388,,,Boroondara City Council,-37.82,145.1118,Eastern Metropolitan,2079,Underground,2850000
Moonee Ponds,504/26 Shuter St,3,u,S,Nelson,3/9/2016,6.9,3039,3,2,2,0,120,2000,Moonee Valley City Council,-37.7672,144.9209,Western Metropolitan,6232,Outdoor Stall,670000
Moorabbin,21 Fiddes St,3,h,S,Buxton,3/9/2016,14.6,3189,3,1,3,834,143,1960,Kingston City Council,-37.9376,145.0474,Southern Metropolitan,2555,Parking Pad,1224000
Moorabbin,23 Fiddes St,3,h,S,Buxton,3/9/2016,14.6,3189,3,1,3,771,,,Kingston City Council,-37.9375,145.0474,Southern Metropolitan,2555,Carport,1020000
Moorabbin,19 Hamer St,3,h,S,O'Brien,3/9/2016,14.6,3189,3,2,2,573,150,1970,Kingston City Council,-37.9428,145.044,Southern Metropolitan,2555,Detached Garage,1000000
Moorabbin,6/1015 Nepean Hwy,1,u,S,Ray,3/9/2016,14.6,3189,1,1,1,106,51,1990,Kingston City Council,-37.9374,145.0388,Southern Metropolitan,2555,Attached Garage,380500
Newport,23a Farm St,3,h,SP,Sweeney,3/9/2016,8.4,3015,3,2,2,301,195,,Hobsons Bay City Council,-37.842,144.8902,Western Metropolitan,5498,Indoor,1025000
Newport,1/26 Thorpe St,3,h,S,Village,3/9/2016,8.4,3015,2,1,2,281,100,1957,Hobsons Bay City Council,-37.8457,144.8651,Western Metropolitan,5498,Parkade,826000
Niddrie,28 Coghlan St,3,t,S,Barry,3/9/2016,11.2,3042,3,3,2,303,236,2013,Moonee Valley City Council,-37.742,144.8885,Western Metropolitan,2291,Underground,830000
Niddrie,57a Hamilton St,4,t,S,Barry,3/9/2016,11.2,3042,,,,,,,Moonee Valley City Council,,,Western Metropolitan,2291,Outdoor Stall,1065000
Niddrie,3a Irving St,3,h,PI,McDonald,3/9/2016,11.2,3042,3,2,2,274,,,Moonee Valley City Council,-37.7353,144.8907,Western Metropolitan,2291,Parking Pad,780000
Niddrie,9 Willow Cr,3,h,SP,Brad,3/9/2016,11.2,3042,,,,,,,Moonee Valley City Council,,,Western Metropolitan,2291,Carport,950000
Niddrie,9 Willowtree Cr,3,h,SP,Brad,3/9/2016,11.2,3042,,,,,,,Moonee Valley City Council,,,Western Metropolitan,2291,Detached Garage,950000
North Melbourne,10 Canning St,4,h,S,Nelson,3/9/2016,2.3,3051,4,3,4,310,276,1880,Melbourne City Council,-37.7958,144.944,Northern Metropolitan,6821,Attached Garage,2920000
North Melbourne,90 Molesworth St,3,h,S,Nelson,3/9/2016,2.3,3051,2,1,0,517,,,Melbourne City Council,-37.7967,144.9472,Northern Metropolitan,6821,Indoor,1635000
North Melbourne,208/150 Peel St,1,u,SP,Nelson,3/9/2016,2.3,3051,1,1,1,0,,,Melbourne City Council,-37.8044,144.9566,Northern Metropolitan,6821,Parkade,491000
Northcote,43 Christmas St,2,h,S,McGrath,3/9/2016,5.5,3070,2,1,1,245,108,1890,Darebin City Council,-37.7662,145.0096,Northern Metropolitan,11364,Underground,1286000
Northcote,30 Clarke St,3,h,S,Nelson,3/9/2016,5.5,3070,3,1,1,215,125,1920,Darebin City Council,-37.7759,144.9909,Northern Metropolitan,11364,Carport,1200000
Northcote,57A Derby St,3,h,SA,Nelson,3/9/2016,5.5,3070,3,2,2,286,188,2007,Darebin City Council,-37.7708,145.0054,Northern Metropolitan,11364,Detached Garage,1382500
Northcote,3/412 High St,2,u,S,McGrath,3/9/2016,5.5,3070,2,2,1,0,,,Darebin City Council,-37.7679,144.9994,Northern Metropolitan,11364,Attached Garage,630000
Northcote,24 Jessie St,4,h,VB,Jellis,3/9/2016,5.5,3070,4,2,1,464,179,1910,Darebin City Council,-37.7805,145.004,Northern Metropolitan,11364,Indoor,1600000
Oak Park,2/13 Cartwright St,4,t,SP,Brad,3/9/2016,11.5,3046,,,,,,,Moreland City Council,,,Northern Metropolitan,2651,Parkade,670000
Oak Park,14 Marie St,3,h,S,Nelson,3/9/2016,11.5,3046,3,1,3,757,,,Moreland City Council,-37.718,144.9174,Northern Metropolitan,2651,Carport,892000
Oak Park,1 Victoria St,2,h,S,Barry,3/9/2016,11.5,3046,2,1,2,577,,,Moreland City Council,-37.7137,144.9167,Northern Metropolitan,2651,Detached Garage,592000
Oakleigh South,27 Beryl Av,4,h,S,Woodards,3/9/2016,14.7,3167,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,3692,Attached Garage,991000
Oakleigh South,41 Cleek Av,2,h,S,Buxton,3/9/2016,14.7,3167,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,3692,Indoor,1242000
Oakleigh South,21a Tular Av,2,t,SP,Buxton,3/9/2016,14.7,3167,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,3692,Parkade,665000
Oakleigh South,2/232 Warrigal Rd,3,t,S,Fletchers,3/9/2016,14.7,3167,3,2,1,189,123,,Kingston City Council,-37.9122,145.0853,South-Eastern Metropolitan,3692,Underground,680000
Parkville,50 Strickland Rd,4,h,S,Nelson,3/9/2016,2.6,3052,4,2,2,357,249,2009,Melbourne City Council,-37.7767,144.9403,Northern Metropolitan,2309,Outdoor Stall,1230000
Pascoe Vale,9 Irvine St,3,h,S,Brad,3/9/2016,9.9,3044,2,1,2,50,141,1950,Moreland City Council,-37.734,144.9416,Northern Metropolitan,7485,Carport,1120000
Pascoe Vale,7 Virginia St,3,h,S,Nelson,3/9/2016,9.9,3044,3,1,4,560,120,1960,Moreland City Council,-37.7156,144.9429,Northern Metropolitan,7485,Detached Garage,770000
Port Melbourne,205/101 Bay St,2,u,PI,RT,3/9/2016,3.8,3207,2,1,1,0,,,Melbourne City Council,-37.8408,144.94,Southern Metropolitan,8648,Attached Garage,
Port Melbourne,903/107 Beach St,2,u,S,Biggin,3/9/2016,3.8,3207,2,2,1,0,,,Melbourne City Council,-37.8405,144.9319,Southern Metropolitan,8648,Indoor,1100000
Port Melbourne,307/1 Danks St,2,u,S,Greg,3/9/2016,3.8,3207,,,,,,,Melbourne City Council,,,Southern Metropolitan,8648,Parkade,650000
Port Melbourne,287 Esplanade Pl,3,h,S,Marshall,3/9/2016,3.8,3207,,,,,,,Melbourne City Council,,,Southern Metropolitan,8648,Carport,1681000
Port Melbourne,5 Pier St,4,h,S,Marshall,3/9/2016,3.8,3207,4,2,2,349,349,2000,Melbourne City Council,-37.8392,144.9274,Southern Metropolitan,8648,Detached Garage,
Port Melbourne,241 The Boulevard,4,h,S,Greg,3/9/2016,3.8,3207,3,2,1,292,192,2000,Melbourne City Council,-37.8391,144.9165,Southern Metropolitan,8648,Attached Garage,
Prahran,404/12 Anchor Pl,2,u,PI,hockingstuart,3/9/2016,4.5,3181,2,1,1,0,,,Stonnington City Council,-37.851,144.9945,Southern Metropolitan,7717,Indoor,
Prahran,6/27 Grandview Gr,2,t,S,Jellis,3/9/2016,4.5,3181,2,1,1,111,,,Stonnington City Council,-37.8513,145.0075,Southern Metropolitan,7717,Parkade,
Prahran,7/36 Grandview Gr,2,u,VB,Hodges,3/9/2016,4.5,3181,2,1,1,0,,,Stonnington City Council,-37.85,145.0085,Southern Metropolitan,7717,Carport,650000
Prahran,13/37 Greville St,1,u,S,hockingstuart,3/9/2016,4.5,3181,1,1,1,0,34,1960,Stonnington City Council,-37.8486,144.9872,Southern Metropolitan,7717,Detached Garage,342000
Prahran,13 Mary St,4,h,S,Marshall,3/9/2016,4.5,3181,,,,,,,Stonnington City Council,,,Southern Metropolitan,7717,Attached Garage,2680000
Prahran,20a Percy St,2,h,PI,hockingstuart,3/9/2016,4.5,3181,2,1,1,88,121,2000,Stonnington City Council,-37.8503,144.9913,Southern Metropolitan,7717,Carport,950000
Prahran,3/122 Williams Rd,2,u,S,Wilson,3/9/2016,4.5,3181,2,1,1,0,73,1930,Stonnington City Council,-37.8511,145.0029,Southern Metropolitan,7717,Detached Garage,781000
Preston,6 Dalgety St,3,h,S,Harcourts,3/9/2016,8.8,3072,3,1,2,644,141,1980,Darebin City Council,-37.7419,145.0049,Northern Metropolitan,14577,Attached Garage,1250000
Preston,2 Eggleton Ct,3,h,VB,Ray,3/9/2016,8.8,3072,3,1,2,584,,,Darebin City Council,-37.7332,145.0252,Northern Metropolitan,14577,Indoor,855000
Preston,370 Gilbert Rd,4,h,S,Ray,3/9/2016,8.8,3072,4,2,2,604,180,1920,Darebin City Council,-37.7369,144.9905,Northern Metropolitan,14577,Parkade,930000
Preston,164 Gower St,4,h,S,Nelson,3/9/2016,8.8,3072,4,2,1,530,,1940,Darebin City Council,-37.7416,145.016,Northern Metropolitan,14577,Underground,900000
Preston,8 Larne Gr,3,h,S,Barry,3/9/2016,8.8,3072,,,,,,,Darebin City Council,,,Northern Metropolitan,14577,Outdoor Stall,1030000
Preston,19 Malpas St,4,h,S,Nelson,3/9/2016,8.8,3072,3,0,0,650,,,Darebin City Council,-37.7346,145.0226,Northern Metropolitan,14577,Carport,1004000
Preston,5/492 Murray Rd,2,u,SP,hockingstuart,3/9/2016,8.8,3072,,,,,,,Darebin City Council,,,Northern Metropolitan,14577,Detached Garage,540000
Preston,376 Plenty Rd,3,h,SP,Barry,3/9/2016,8.8,3072,3,1,2,518,,,Darebin City Council,-37.7418,145.0095,Northern Metropolitan,14577,Attached Garage,930000
Reservoir,36a Ashton St,3,u,S,Barry,3/9/2016,11.2,3073,,,,,,,Darebin City Council,,,Northern Metropolitan,21650,Indoor,666000
Reservoir,3/39 Chaleyer St,2,u,S,Barry,3/9/2016,11.2,3073,2,1,1,147,,1998,Darebin City Council,-37.7281,145.0231,Northern Metropolitan,21650,Carport,
Reservoir,1/21 Dumbarton St,3,u,S,Ray,3/9/2016,11.2,3073,3,1,1,191,107,1990,Darebin City Council,-37.7019,145.0256,Northern Metropolitan,21650,Detached Garage,475000
Reservoir,39 Gertz Av,5,h,W,Barry,3/9/2016,11.2,3073,,,,,,,Darebin City Council,,,Northern Metropolitan,21650,Attached Garage,
Reservoir,1 Grimwade St,3,h,S,Nelson,3/9/2016,11.2,3073,,,,,,,Darebin City Council,,,Northern Metropolitan,21650,Indoor,738000
Reservoir,2/50 Lane Cr,2,t,PI,Barry,3/9/2016,11.2,3073,,,,,,,Darebin City Council,,,Northern Metropolitan,21650,Parkade,355000
Reservoir,62 Liston Av,3,h,S,Stockdale,3/9/2016,11.2,3073,,,,,,,Darebin City Council,,,Northern Metropolitan,21650,Carport,590000
Reservoir,108 McMahon Rd,2,h,SN,McGrath,3/9/2016,11.2,3073,2,1,1,695,122,1950,Darebin City Council,-37.7104,145.0152,Northern Metropolitan,21650,Detached Garage,
Reservoir,1/147 Purinuan Rd,2,u,PI,Ray,3/9/2016,11.2,3073,2,1,1,189,84,2012,Darebin City Council,-37.708,145.0181,Northern Metropolitan,21650,Attached Garage,415000
Reservoir,1/39 Winter Cr,2,h,S,Nelson,3/9/2016,11.2,3073,,,,,,,Darebin City Council,,,Northern Metropolitan,21650,Indoor,428000
Richmond,24 Butler St,2,h,S,Biggin,3/9/2016,2.6,3121,2,1,1,125,103,1950,Yarra City Council,-37.8106,144.994,Northern Metropolitan,14949,Carport,937000
Richmond,81 Erin St,3,h,S,Biggin,3/9/2016,2.6,3121,2,1,0,203,81,1900,Yarra City Council,-37.8166,144.9945,Northern Metropolitan,14949,Detached Garage,1260000
Richmond,49 Glass St,3,h,PI,Biggin,3/9/2016,2.6,3121,,,,,,,Yarra City Council,,,Northern Metropolitan,14949,Attached Garage,1820000
Richmond,52 Lyndhurst St,3,t,S,Jellis,3/9/2016,2.6,3121,3,2,1,675,,,Yarra City Council,-37.8206,145.0003,Northern Metropolitan,14949,Indoor,1236000
Richmond,409/120 Palmer St,2,u,PI,LITTLE,3/9/2016,2.6,3121,2,2,1,656,,,Yarra City Council,-37.8195,145.0103,Northern Metropolitan,14949,Parkade,540000
Richmond,6/25 River St,2,u,S,hockingstuart,3/9/2016,2.6,3121,2,1,2,0,85,1997,Yarra City Council,-37.8164,145.0136,Northern Metropolitan,14949,Underground,795250
Richmond,29/9 Tennyson St,2,u,S,Biggin,3/9/2016,2.6,3121,2,1,1,0,75,2001,Yarra City Council,-37.824,144.9918,Northern Metropolitan,14949,Outdoor Stall,582000
Richmond,2/65 Westbank Tce,1,u,SP,Domain,3/9/2016,2.6,3121,1,1,1,0,,,Yarra City Council,-37.8226,145.013,Northern Metropolitan,14949,Parking Pad,500000
Rosanna,166 Bellevue Av,3,h,S,Fletchers,3/9/2016,11.4,3084,,,,,,,Banyule City Council,,,Eastern Metropolitan,3540,Carport,
Rosanna,20 Douglas St,3,h,SN,Miles,3/9/2016,11.4,3084,3,1,1,754,,1950,Banyule City Council,-37.7429,145.0702,Eastern Metropolitan,3540,Detached Garage,
Rosanna,20 Rowell St,5,h,S,Nelson,3/9/2016,11.4,3084,4,2,1,629,207,1960,Banyule City Council,-37.7395,145.0773,Eastern Metropolitan,3540,Attached Garage,1101500
Seddon,56 Hamilton St,3,h,S,Burnham,3/9/2016,6.6,3011,3,1,1,350,116,1890,Maribyrnong City Council,-37.8094,144.8869,Western Metropolitan,2417,Indoor,1145000
South Melbourne,806/50 Albert Rd,2,u,S,Dingle,3/9/2016,2.1,3205,2,2,1,0,83,2012,Port Phillip City Council,-37.8341,144.9713,Southern Metropolitan,5943,Parkade,593000
South Melbourne,11 Howe Cr,4,h,VB,Marshall,3/9/2016,2.1,3205,,,,,,,Port Phillip City Council,,,Southern Metropolitan,5943,Underground,2000000
South Melbourne,157 Napier St,3,h,SP,Marshall,3/9/2016,2.1,3205,3,2,1,88,93,1890,Port Phillip City Council,-37.8363,144.9628,Southern Metropolitan,5943,Outdoor Stall,1600000
South Yarra,21/27 Avoca St,2,u,S,Jellis,3/9/2016,3.3,3141,,,,,,,Melbourne City Council,,,Southern Metropolitan,14887,Parking Pad,531000
South Yarra,101/40 Chapel Mw,2,u,S,Kay,3/9/2016,3.3,3141,,,,,,,Melbourne City Council,,,Southern Metropolitan,14887,Carport,788750
South Yarra,11/276 Domain Rd,1,u,S,hockingstuart,3/9/2016,3.3,3141,2,1,1,0,,1970,Melbourne City Council,-37.8351,144.9909,Southern Metropolitan,14887,Detached Garage,430000
South Yarra,5/38 MacFarlan St,2,u,SP,Jellis,3/9/2016,3.3,3141,2,1,1,0,86,2003,Melbourne City Council,-37.8393,144.9886,Southern Metropolitan,14887,Attached Garage,722000
South Yarra,301/89 River St,2,u,S,hockingstuart,3/9/2016,3.3,3141,2,2,2,0,,2000,Melbourne City Council,-37.8361,144.9966,Southern Metropolitan,14887,Indoor,930000
South Yarra,18/34 Rockley Rd,1,u,SP,McGrath,3/9/2016,3.3,3141,1,1,1,0,,,Melbourne City Council,-37.8363,145.0003,Southern Metropolitan,14887,Parkade,467500
South Yarra,9/10 Tivoli Rd,2,u,PI,Buxton,3/9/2016,3.3,3141,2,1,0,0,,,Melbourne City Council,-37.8391,144.9984,Southern Metropolitan,14887,Underground,475000
Southbank,41/106 Southbank Bvd,3,u,S,VICPROP,3/9/2016,1.2,3006,3,1,1,0,106,1993,Melbourne City Council,-37.8235,144.9655,Southern Metropolitan,8400,Carport,720000
Spotswood,73 The Avenue,3,h,S,hockingstuart,3/9/2016,7.7,3015,3,1,3,690,,1950,Hobsons Bay City Council,-37.8272,144.8789,Western Metropolitan,1223,Detached Garage,1040000
St Kilda,57 Acland St,4,h,PI,Marshall,3/9/2016,6.1,3182,,,,,,,Port Phillip City Council,-37.8659,144.977,Southern Metropolitan,13240,Attached Garage,
St Kilda,1/170 Barkly St,2,u,S,hockingstuart,3/9/2016,6.1,3182,2,1,1,0,,,Port Phillip City Council,-37.8679,144.9813,Southern Metropolitan,13240,Indoor,509000
St Kilda,66 Blessington St,4,h,VB,hockingstuart,3/9/2016,6.1,3182,,,,,,,Port Phillip City Council,-37.869,144.9838,Southern Metropolitan,13240,Parkade,2400000
St Kilda,31/12 Clyde St,1,u,PI,McGrath,3/9/2016,6.1,3182,1,1,1,0,50,1960,Port Phillip City Council,-37.8656,144.9782,Southern Metropolitan,13240,Carport,380000
St Kilda,16/14 Mitford St,2,u,S,Gary,3/9/2016,6.1,3182,,,,,,,Port Phillip City Council,-37.8715,144.9816,Southern Metropolitan,13240,Detached Garage,502000
St Kilda,94 Pakington St,2,h,S,hockingstuart,3/9/2016,6.1,3182,2,1,1,0,,,Port Phillip City Council,-37.8658,144.9901,Southern Metropolitan,13240,Attached Garage,
St Kilda,96 Pakington St,4,h,S,hockingstuart,3/9/2016,6.1,3182,3,2,1,467,,1857,Port Phillip City Council,-37.8661,144.9901,Southern Metropolitan,13240,Indoor,
